run,sampled_lumi_MB,prescale_MB,livetime_MB,nevents_MB,sampled_lumi_HT2,prescale_HT2,livetime_HT2,nevents_HT2
15076101,0.0013095,37.72680283,0.892751354605659,7857.0,0.0473810686896688,1.0,0.856209150326797,
15076102,0.0045835,36.99560165,0.924733088162463,27501.0,0.160128746428944,1.0,0.873249551166966,4864.0
15076105,0.0070933333333333,33.68480301,0.840958525923912,42560.0,0.225925385841731,1.0,0.795161290322581,7280.0
15076108,0.001525,29.93280029,0.908784389207845,9150.0,0.04367051405803,1.0,0.869424692954105,1345.0
15076109,0.0111551666666667,29.29480171,0.939789253520749,66931.0,0.312479070271604,1.0,0.898638006115075,9697.0
15077001,0.0023296666666666,25.94560051,0.923077314667515,13978.0,0.0580746329159718,1.0,0.886884446611409,1819.0
15077002,0.0025158333333333,25.33720016,0.928759811159465,15095.0,0.0613899027712765,1.0,0.894457831325301,1856.0
15077003,0.005968,128.83839417,0.899879255577774,35808.0,0.726116812276005,1.0,0.849799781579905,23327.0
15077004,0.0113941666666667,94.18600464,0.924211669214782,68365.0,1.01657647981477,1.0,0.875472608800579,32648.0
15077006,0.0125808333333333,68.58120728,0.905935222815158,75485.0,0.819762815320095,1.0,0.8607376994901,25986.0
15077007,0.010986,52.09680176,0.929186408196678,65916.0,0.540096854065443,1.0,0.876847037017968,17014.0
15077008,0.0095378333333333,44.77839661,0.931339043548624,57227.0,0.405044922035275,1.0,0.883268482490272,12680.0
15077009,0.0007673333333333,38.87919998,0.878194170714109,4604.0,0.0283889342702649,1.0,0.835676625659051,925.0
15077010,0.0004795,38.42480087,0.851947308132875,2877.0,0.0174114906425892,1.0,0.805097451274363,509.0
15077011,0.012911,37.61480331,0.918211027751383,77466.0,0.461301174546792,1.0,0.872184548316784,14405.0
15077012,0.0125651666666667,32.38600159,0.937161138161198,75391.0,0.387880784401539,1.0,0.893278641335636,12413.0
15077014,0.0075393333333333,27.68680191,0.940390472149099,45236.0,0.199216028996663,1.0,0.897484094852516,6207.0
15077015,0.011796,130.36120605,0.925983005050315,70776.0,1.45519481286834,1.0,0.876276208269641,46423.0
15077017,0.000694,75.07279968,0.680309479423713,4164.0,0.0497186825513338,1.0,0.649208282582217,1554.0
15077018,0.0080988333333333,71.61800385,0.90171133336459,48593.0,0.545458667067326,1.0,0.847978227060653,17439.0
15077019,0.008553,61.58280182,0.926769322412859,51318.0,0.497263894606337,1.0,0.874944812362031,15848.0
15077020,0.009621,52.28960419,0.927355411521409,57726.0,0.476065896974686,1.0,0.877561806330378,14918.0
15077035,0.0087453333333333,106.4447937,0.89037206086327,52472.0,0.881594269736742,1.0,0.843217265143272,27887.0
15077036,0.0020956666666666,83.88360596,0.928897406688135,12574.0,0.163680940907893,1.0,0.8649013324338,5110.0
15077039,0.0062533333333333,74.85920715,0.942238850882493,37520.0,0.431214315898252,1.0,0.86795533207079,13288.0
15077047,0.000842,54.71720123,0.895734075252066,5052.0,0.0423617333367022,1.0,0.82360097323601,1354.0
15077055,0.0039725,41.23600006,0.87432276014494,23835.0,0.149970652429729,1.0,0.8004563004563,4555.0
15077056,0.0007766666666666,38.94599915,0.907184105358316,4660.0,0.0274744682460878,1.0,0.824,810.0
15077057,0.0128521666666667,38.51880264,0.960931368076679,77113.0,0.485162608917839,1.0,0.941739021014219,14967.0
