run,sampled_lumi_VPDMB,prescale_VPDMB,lifetime_VPDMB,nevents_VPDMB,sampled_lumi_BHT2,prescale_BHT2,lifetime_BHT2,nevents_BHT2,BHT2_weight
13055024,6.50936e-06,69.57241058,0.782386083572988,162734.0,0.0039193333604255,1.0,0.776342394967423,7097.0,1582.9701723825872
13055034,2.414432e-05,201.90278625,0.83797266064583,603608.0,0.0351350695001328,1.0,0.837060064671586,67347.0,1807.6145048970225
13055035,3.537996e-05,146.4907074,0.847410738388741,884499.0,0.0376451451600145,1.0,0.845497341018748,72264.0,1788.972679652303
13055036,3.92394e-05,116.78955078,0.841539375499494,980985.0,0.0337438056146718,1.0,0.841305505409302,64998.0,1762.161265665317
13055037,4.280712e-05,97.18654633,0.876422108461488,1070178.0,0.0308696809824334,1.0,0.876186380353541,59320.0,1752.8477649165077
13055038,4.61488e-05,83.43492889,0.849524146267616,1153720.0,0.0288952729419815,1.0,0.849348028562558,54748.0,1757.8832114729883
13055039,1.691148e-05,75.81123352,0.752585165612764,422787.0,0.0097163237002345,1.0,0.752232511989416,18376.0,1743.4144943796393
13055068,2.287316e-05,272.18835449,0.887919988268976,571829.0,0.0468831444741728,1.0,0.886551480246539,88124.0,1763.4844783324093
13055069,2.484292e-05,239.3374939,0.845127330000282,621073.0,0.0452016288433985,1.0,0.844638774118497,84527.0,1757.5464078346147
13055070,5.29556e-06,210.47105408,0.848695262613488,132389.0,0.0085305505675201,1.0,0.84773036151128,15936.0,1746.5093560871778
13055071,2.798924e-05,200.00547791,0.835567325807484,699731.0,0.0434367794105404,1.0,0.835955919774821,80752.0,1733.890418413935
13055073,3.090112e-05,167.30015564,0.833612243826787,772528.0,0.0408267028975651,1.0,0.834275536281267,75676.0,1709.219463829716
13055075,3.289492e-05,149.99066162,0.847734953471775,822373.0,0.039270325927089,1.0,0.846189901451857,72478.0,1698.7701113884737
13055076,2.257024e-05,149.46517944,0.853211171021801,564256.0,0.027062465259549,1.0,0.851666866223081,49829.0,1689.4574591834444
13055080,3.48594e-05,125.99928284,0.83887387337331,871485.0,0.0360672452863113,1.0,0.837017936369497,66435.0,1649.1841274808908
13056004,3.702e-06,246.39601135,0.75067468580996,92550.0,0.0070760922311331,1.0,0.747601850806907,13565.0,1674.2060045648093
13056005,2.858612e-05,132.19416809,0.829069854112662,714653.0,0.0293632882777507,1.0,0.826247965476564,55572.0,1694.223765024092
13056007,1.823132e-05,111.89354706,0.777060746026092,455783.0,0.0159584358343953,1.0,0.778398846015146,30437.0,1678.4504791057884
13056008,2.678364e-05,103.79283142,0.800477360995569,669591.0,0.0217755942725607,1.0,0.800527004154485,41793.0,1663.0310311082972
13056017,1.836116e-05,345.88760376,0.874576874025789,459029.0,0.0467321680192575,1.0,0.877054587433346,96107.0,1656.718552558997
13056020,2.981888e-05,182.43685913,0.852714160460374,745472.0,0.0400599750875021,1.0,0.851533795682327,78614.0,1727.5970036008596
13056021,3.48144e-05,135.90299988,0.8209763070145,870360.0,0.0351708728304612,1.0,0.819297676152006,68429.0,1725.038819519748
13056022,3.85152e-05,111.9569397,0.842264410377558,962880.0,0.0323245449568028,1.0,0.840445243923881,62388.0,1724.1819529919132
13056023,4.091032e-05,99.03942871,0.839381972762894,1022758.0,0.0305017076242629,1.0,0.839288272542334,58842.0,1721.2545570950836
13056024,4.301936e-05,87.47920227,0.830756877897669,1075484.0,0.0285174072627736,1.0,0.829537893909151,55042.0,1706.777252180699
13056025,9.12668e-06,77.74031067,0.640112387795136,228167.0,0.0053589807009992,1.0,0.633873986275733,10363.0,1694.963314912818
13056026,1.305868e-05,74.28218842,0.724796344991666,326467.0,0.0074950706652176,1.0,0.733030271722285,14395.0,1703.7984721518585
13056027,4.664548e-05,72.9991684,0.844416557012038,1166137.0,0.0261029239452966,1.0,0.844906276841201,50333.0,1692.257578671922
13056028,4.849752e-05,64.28666687,0.861194651839417,1212438.0,0.0239773547272885,1.0,0.857770794755251,46037.0,1686.3331004697277
13056029,4.929428e-05,60.58666611,0.852492779025055,1232357.0,0.0232641972159675,1.0,0.852192389414719,44255.0,1686.5459920545588
13056030,4.983888e-05,57.51666641,0.842438851298334,1245972.0,0.0224408697574645,1.0,0.843919366787539,43431.0,1652.9690684549407
13056031,5.034504e-05,54.58222198,0.890451888554216,1258626.0,0.021653370631183,1.0,0.890590248075278,41802.0,1643.6839911062077
13056032,9.90376e-06,51.34666824,0.63400201155725,247594.0,0.004040203299649,1.0,0.637025263510122,7759.0,1646.3139309335122
13056033,5.132408e-05,51.11000061,0.844489130466099,1283102.0,0.0207590304956613,1.0,0.84399882040696,40197.0,1630.5014966587398
13057005,1.746656e-05,372.31109619,0.888173851182635,436664.0,0.0496476785221495,1.0,0.887132425668063,103573.0,1567.8239103237458
13057006,1.74164e-05,273.26773071,0.825756922121917,435410.0,0.0362564743918467,1.0,0.825630348762308,71841.0,1655.9522368046248
13057007,2.547452e-05,244.53016663,0.844331690730631,636863.0,0.0480155617488167,1.0,0.844024417815962,93635.0,1662.5785310558483
13057008,2.861772e-05,208.41246033,0.905476295089539,715443.0,0.0466034374547293,1.0,0.904074066570774,89582.0,1661.9000143429857
13057009,3.062856e-05,187.51423645,0.84856837603681,765714.0,0.0451740271079381,1.0,0.848250686929006,85852.0,1671.813369109155
13057010,3.115408e-05,175.98875427,0.905920023978649,778852.0,0.0435403468859675,1.0,0.904456280808549,82293.0,1662.932731268103
13057011,6.71272e-06,161.46565247,0.667498158099183,167818.0,0.0087120906881501,1.0,0.669681202510737,16523.0,1645.3103403304453
13057014,3.55788e-05,140.67300415,0.907644611799651,889470.0,0.0405262466970557,1.0,0.90740097497874,76018.0,1645.5422421057324
13057015,3.72288e-05,131.73686218,0.853755591265295,930720.0,0.0397966599561971,1.0,0.851635540986634,74033.0,1652.0425520562035
13057016,3.748252e-05,126.18146515,0.866029111322227,937063.0,0.0388036243939728,1.0,0.864848184139508,71681.0,1647.2809934041384
13057017,3.724356e-05,126.18146515,0.848602450691274,931089.0,0.0388850835686385,1.0,0.848156104972048,71681.0,1638.1520783947833
13057018,3.757572e-05,126.18146515,0.866943277796776,939393.0,0.0394927564959722,1.0,0.86708022666269,72876.0,1626.7730063319457
13057019,1.923424e-05,126.18146515,0.820945335143723,480856.0,0.0200884288807977,1.0,0.811403700625519,37338.0,1606.135933900411
